PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,TargetRelease,Pollutant,Releases,confidentialityReason
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000073361.FACILITY,Aars Fjernvarme Amba,Aars,9.541007877907504,56.80650631411368,,AIR,Nitrogen oxides (NOX),57352.0,
2026/02/13,Denmark,2019,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,AIR,Particulate matter (PM10),4620.0,
2026/02/13,Sweden,2020,6.0,Paper and wood production and processing,6(a),SE.CAED/10016489.Facility,Södra Cell Mönsterås,MÖNSTERÅS,16.55049,57.09152,,AIR,Non-methane volatile organic compounds (NMVOC),1070000.0,
2026/02/13,Sweden,2010,1.0,Energy sector,1(c),SE.CAED/10017499.Facility,Ångcentralen,PERSTORP,13.38388,56.12476,,AIR,Carbon dioxide (CO2) excluding biomass,69800000.0,
2026/02/13,Norway,2012,2.0,Production and processing of metals,2(e)(i),NO.EEA/1238.0012.01.FACILITY,ELKEM ASA AVD BJØLVEFOSSEN,Ålvik,6.430421,60.43092,,AIR,Copper and compounds (as Cu),109.0,
2026/02/13,Sweden,2009,6.0,Paper and wood production and processing,6(a),SE.CAED/10016489.Facility,Södra Cell Mönsterås,MÖNSTERÅS,16.55049,57.09152,,AIR,Sulphur oxides (SOX),404000.0,
2026/02/13,Norway,2012,3.0,Mineral industry,3(a),NO.EEA/0000.0075.01.FACILITY,Eldfisk,Tananger,3.264366,56.3761749,,AIR,Nitrogen oxides (NOX),569000.0,
2026/02/13,Sweden,2018,6.0,Paper and wood production and processing,6(a),SE.CAED/10017067.Facility,Södra Cell Mörrum,MÖRRUM,14.76467,56.16098,,AIR,Carbon dioxide (CO2) excluding biomass,36300000.0,
2026/02/13,Denmark,2015,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,AIR,Carbon dioxide (CO2),862000000.0,
2026/02/13,Sweden,2008,6.0,Paper and wood production and processing,6(a),SE.CAED/10022299.Facility,"SCA Massa, Östrands massafabrik",TIMRÅ,17.33031,62.47519,,AIR,Ammonia (NH3),92500.0,
2026/02/13,Sweden,2020,6.0,Paper and wood production and processing,6(a),SE.CAED/10022449.Facility,Mondi Dynäs AB,VÄJA,17.7151,62.97543,,AIR,Carbon dioxide (CO2),615000000.0,
2026/02/13,Sweden,2008,6.0,Paper and wood production and processing,6(a),SE.CAED/10024717.Facility,Smurfit Westrock Piteå AB,PITEÅ,21.44037,65.31475,,AIR,Nitrogen oxides (NOX),793000.0,
2026/02/13,Sweden,2009,4.0,Chemical industry,4(a)(i),SE.CAED/10018832.Facility,Borealis Krackeranl.,STENUNGSUND,11.82554,58.08325,,AIR,Carbon dioxide (CO2),536000000.0,
2026/02/13,Denmark,2019,7.0,Intensive livestock production and aquaculture,7(a)(i),DK.CAED/000075570.FACILITY,LANDMAND CHRISTIAN TVERGAARD,Nibe,9.39859716857434,57.00386797859853,,AIR,Ammonia (NH3),16015.0,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(d),DK.CAED/000104745.FACILITY,"Reno Djurs I/S, Glatved",Balle,10.8348503699551,56.300872429675664,,AIR,Methane (CH4),40300.0,
2026/02/13,Sweden,2017,1.0,Energy sector,1(c),SE.CAED/10022115.Facility,Bomhus Energi,GÄVLE,17.2693,60.6839,,AIR,Carbon dioxide (CO2),250000000.0,
2026/02/13,Denmark,2018,1.0,Energy sector,1(c),DK.CAED/000104651.FACILITY,INEOS E&P A/S - Siri,Virum,4.91272086,56.48459909,,AIR,Methane (CH4),116700.0,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(b),DK.CAED/000096764.FACILITY,"I/S Vestforbrænding, Glostrup",Glostrup,12.42220219858454,55.706479905675614,,AIR,Chlorine and inorganic compounds (as HCl),2640.0,
2026/02/13,Denmark,2023,7.0,Intensive livestock production and aquaculture,7(a)(i),DK.CAED/000071030.FACILITY,Nis-Jørn Thomas Diederichsen,Haderslev,9.610929774734023,55.209228782200185,,AIR,Ammonia (NH3),17703.588,
2026/02/13,Sweden,2008,6.0,Paper and wood production and processing,6(b),SE.CAED/10015046.Facility,Bravikens Pappersbruk,NORRKÖPING,16.26148,58.63975,,AIR,Nitrogen oxides (NOX),163000.0,
2026/02/13,Sweden,2015,5.0,Waste and wastewater management,5(d),SE.CAED/10021206.Facility,Gryta avfallsanläggning,Västerås,16.54427,59.66614,,AIR,Methane (CH4),1500000.0,
2026/02/13,Sweden,2011,5.0,Waste and wastewater management,5(b),SE.CAED/10019386.Facility,Sävenäs,GÖTEBORG,12.05243,57.73201,,AIR,Carbon dioxide (CO2) excluding biomass,193000000.0,
2026/02/13,Denmark,2013,1.0,Energy sector,1(c),DK.EEA/1530.FACILITY,Amagerværket,København S,12.6218513520315,55.6844027955489,,AIR,Mercury and compounds (as Hg),10.4,
2026/02/13,Denmark,2013,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/7347.FACILITY,LANDMÆND                          PER & SUSANNE K PEDERSEN,Brønderslev         ,9.99937007701208,57.2381628456791,,AIR,Ammonia (NH3),10600.0,
2026/02/13,Sweden,2018,2.0,Production and processing of metals,2(a),SE.CAED/10024476.Facility,LKAB - Malmbergsgruvan,Malmberget,20.70867,67.19643,,AIR,Zinc and compounds (as Zn),779.0,
2026/02/13,Denmark,2022,7.0,Intensive livestock production and aquaculture,7(a)(iii),DK.CAED/000061515.FACILITY,Skovslund I/S,Brædstrup,9.56937558772611,55.97219904910704,,AIR,Ammonia (NH3),16730.412,
2026/02/13,Sweden,2018,4.0,Chemical industry,4(a)(ii),SE.CAED/10017503.Facility,MP-anläggningen,PERSTORP,13.37973,56.12708,,AIR,Hydro-fluorocarbons (HFCS),134.0,
2026/02/13,Sweden,2013,6.0,Paper and wood production and processing,6(a),SE.CAED/10014311.Facility,Skutskärs Bruk,SKUTSKÄR,17.38983,60.64365,,AIR,Carbon dioxide (CO2),1610000000.0,
2026/02/13,Sweden,2022,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,AIR,Non-methane volatile organic compounds (NMVOC),114000.0,
2026/02/13,Denmark,2007,3.0,Mineral industry,3(g),DK.EEA/1966.FACILITY,PIPERS TEGLVÆRKER A/S             GANDRUP TEGLVÆRK,Gandrup,10.1707986151529,57.0626254741342,,AIR,Fluorine and inorganic compounds (as HF),23700.0,
2026/02/13,Sweden,2024,1.0,Energy sector,1(c),SE.CAED/10014500.Facility,"HPC Simpan och Ena Kraft, kraftvärmeverket",ENKÖPING,17.07766,59.62796,,AIR,Carbon dioxide (CO2) excluding biomass,3464914.0,
2026/02/13,Sweden,2016,1.0,Energy sector,1(c),SE.CAED/10014118.Facility,Igelsta värmeverk,SÖDERTÄLJE,17.66523,59.17748,,AIR,Carbon dioxide (CO2),295000000.0,
2026/02/13,Sweden,2009,6.0,Paper and wood production and processing,6(a),SE.CAED/10017067.Facility,Södra Cell Mörrum,MÖRRUM,14.76467,56.16098,,AIR,Non-methane volatile organic compounds (NMVOC),509000.0,
2026/02/13,Sweden,2023,6.0,Paper and wood production and processing,6(a),SE.CAED/10022175.Facility,Vallviks Bruk,VALLVIK,17.18282,61.18825,,AIR,Carbon dioxide (CO2) excluding biomass,5709183.0,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,AIR,Cadmium and compounds (as Cd),0.0,
2026/02/13,Denmark,2009,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/6609.FACILITY,NIELS JØRGEN PEDERSEN,Ringkøbing          ,8.41202309018562,56.1209333368076,,AIR,Ammonia (NH3),11900.0,
2026/02/13,Norway,2015,2.0,Production and processing of metals,2(e)(ii),NO.EEA/192038.FACILITY,Hydro Aluminium Rolled Products,Holmestrand,10.3231869,59.4868622,,AIR,Naphthalene,138.0,
2026/02/13,Norway,2010,3.0,Mineral industry,3(a),NO.EEA/0000.0011.01.FACILITY,Jotun,Stavanger,2.384727,59.45466,,AIR,Nitrogen oxides (NOX),495000.0,
2026/02/13,Norway,2010,4.0,Chemical industry,4(b)(v),NO.EEA/0926.0013.01.FACILITY,"SAINT GOBAIN CERAMIC MATERIALS AS, Lillesand",Lillesand,8.343541,58.2646751,,AIR,Sulphur oxides (SOX),801000.0,
2026/02/13,Norway,2016,3.0,Mineral industry,3(a),NO.EEA/0000.0046.02.FACILITY,Gullfaks,Stavanger,2.187338,61.1755829,,AIR,Carbon dioxide (CO2),877000000.0,
2026/02/13,Denmark,2020,1.0,Energy sector,1(c),DK.CAED/000082862.FACILITY,"Ørsted, Nybro Gasbehandlingsanlæg",Janderup Vestj,8.373526025513769,55.672925628070814,,AIR,Nitrogen oxides (NOX),3800.0,
2026/02/13,Norway,2013,3.0,Mineral industry,3(a),NO.EEA/0000.0078.01.FACILITY,Sleipner Øst,Stavanger,1.90703,58.36666,,AIR,Nitrogen oxides (NOX),1640000.0,
2026/02/13,Sweden,2020,6.0,Paper and wood production and processing,6(a),SE.CAED/10022299.Facility,"SCA Massa, Östrands massafabrik",TIMRÅ,17.33031,62.47519,,AIR,Nitrogen oxides (NOX),1160000.0,
2026/02/13,Sweden,2022,6.0,Paper and wood production and processing,6(a),SE.CAED/10024325.Facility,Billerud Karlsborgs bruk,KARLSBORGSVERKEN,23.28767,65.79194,,AIR,Carbon dioxide (CO2),798000000.0,
2026/02/13,Sweden,2014,6.0,Paper and wood production and processing,6(a),SE.CAED/10022356.Facility,"SCA Massa AB, Ortvikens massafabrik",SUNDSVALL,17.36212,62.39497,,AIR,Zinc and compounds (as Zn),309.0,
2026/02/13,Denmark,2022,7.0,Intensive livestock production and aquaculture,7(a)(ii),DK.CAED/000087216.FACILITY,Peter Bruun,Give,9.120153740741522,55.855708585516034,,AIR,Ammonia (NH3),10237.0,
2026/02/13,Norway,2012,2.0,Production and processing of metals,2(e)(i),NO.EEA/1824.0013.01.FACILITY,Alcoa Mosjøen,Mosjøen,13.1902637,65.8471146,,AIR,Arsenic and compounds (as As),26.0,
2026/02/13,Norway,2008,2.0,Production and processing of metals,2(e)(i),NO.EEA/1931.0020.01.FACILITY,Finnfjord,FINNSNES,18.0821819,69.2225952,,AIR,Nitrogen oxides (NOX),1040000.0,
2026/02/13,Sweden,2008,6.0,Paper and wood production and processing,6(a),SE.CAED/10022449.Facility,Mondi Dynäs AB,VÄJA,17.7151,62.97543,,AIR,Particulate matter (PM10),148000.0,
2026/02/13,Denmark,2024,1.0,Energy sector,1(c),DK.CAED/000105110.FACILITY,TOTAL E&P Danmark A/S - Gorm,Esbjerg,4.76022128,55.5815499,,AIR,Carbon dioxide (CO2),199824133.0,
2026/02/13,Denmark,2022,1.0,Energy sector,1(c),DK.CAED/000098592.FACILITY,Reservecentral Gasværksvej,Aalborg,9.94932453511674,57.047093815883336,,AIR,Carbon dioxide (CO2),7834310.0,
2026/02/13,Denmark,2007,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/1518.FACILITY,Elviggårds Hønseri K/S,Kolding,9.56765989458588,55.5090342130819,,AIR,Ammonia (NH3),12000.0,
2026/02/13,Denmark,2021,7.0,Intensive livestock production and aquaculture,7(a)(ii),DK.CAED/000068646.FACILITY,GÅRDEJER CAY WULFF SØRENSEN,Grenaa,10.8437682643913,56.438671040341845,,AIR,Ammonia (NH3),11142.877,
2026/02/13,Denmark,2023,2.0,Production and processing of metals,2(f),DK.CAED/000066394.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Randers SV,10.045498205508666,56.42894623548368,,AIR,Copper and compounds (as Cu),0.44,
2026/02/13,Sweden,2020,2.0,Production and processing of metals,2(c)(i),SE.CAED/10021742.Facility,SSAB EMEA AB,BORLÄNGE,15.4512,60.4906,,AIR,Carbon dioxide (CO2) excluding biomass,215000000.0,
2026/02/13,Sweden,2022,1.0,Energy sector,1(c),SE.CAED/10014775.Facility,Värmeverket Vattumannen,ESKILSTUNA,16.49657,59.38069,,AIR,Carbon dioxide (CO2),312000000.0,
2026/02/13,Sweden,2007,7.0,Intensive livestock production and aquaculture,7(a)(ii),SE.CAED/10017262.Facility,Håleryd AB,ÖRKELLJUNGA,13.25107,56.30635,,AIR,Ammonia (NH3),18000.0,
2026/02/13,Sweden,2012,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,AIR,"1,2-dichloroethane (DCE-1,2)",1500.0,
2026/02/13,Norway,2017,2.0,Production and processing of metals,2(e)(i),NO.EEA/1228.0012.01.FACILITY,Boliden Odda AS,Odda,6.533371,60.08839,,AIR,Zinc and compounds (as Zn),2970.0,
2026/02/13,Denmark,2016,7.0,Intensive livestock production and aquaculture,7(a)(iii),DK.CAED/000086603.FACILITY,Avlscenter Rønshauge A/S,Fredericia,9.567555897580103,55.59967341476562,,AIR,Ammonia (NH3),15200.0,
2026/02/13,Denmark,2019,1.0,Energy sector,1(c),DK.CAED/000106201.FACILITY,H.C. Ørsted Værket,København SV,12.557639743126568,55.65735552062659,,AIR,Non-methane volatile organic compounds (NMVOC),5385.91,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000057637.FACILITY,Energnist Kolding A/S,Kolding,9.44676090347895,55.511304126068445,,AIR,Carbon dioxide (CO2),186743000.0,
2026/02/13,Denmark,2014,1.0,Energy sector,1(c),DK.CAED/000106193.FACILITY,"Ørsted Bioenergy & Thermal Power A/S,Esbjergværket",Esbjerg,8.45534222038491,55.45631964018969,,AIR,Nitrous oxide (N2O),12200.0,
2026/02/13,Sweden,2010,2.0,Production and processing of metals,2(b),SE.CAED/10021812.Facility,"Outokumpu Stainless AB, Avesta",AVESTA,16.18031,60.13507,,AIR,Zinc and compounds (as Zn),482.0,
2026/02/13,Sweden,2018,6.0,Paper and wood production and processing,6(a),SE.CAED/10022299.Facility,"SCA Massa, Östrands massafabrik",TIMRÅ,17.33031,62.47519,,AIR,Zinc and compounds (as Zn),207.0,
2026/02/13,Sweden,2009,6.0,Paper and wood production and processing,6(a),SE.CAED/10022356.Facility,"SCA Massa AB, Ortvikens massafabrik",SUNDSVALL,17.36212,62.39497,,AIR,Nitrogen oxides (NOX),184000.0,
2026/02/13,Sweden,2010,6.0,Paper and wood production and processing,6(a),SE.CAED/10016489.Facility,Södra Cell Mönsterås,MÖNSTERÅS,16.55049,57.09152,,AIR,Carbon monoxide (CO),4370000.0,
2026/02/13,Sweden,2011,7.0,Intensive livestock production and aquaculture,7(a)(ii),SE.CAED/10018163.Facility,Björkhems gris AB,ÖSTRA SÖNNARSLÖV,14.03652,55.88769,,AIR,Ammonia (NH3),21100.0,
2026/02/13,Denmark,2010,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/3069.FACILITY,Vicus P Aps                 ,Hammel              ,9.9238437384865,56.2651916604467,,AIR,Ammonia (NH3),25000.0,
2026/02/13,Denmark,2018,2.0,Production and processing of metals,2(d),DK.CAED/000098402.FACILITY,Ferrodan Iron A/S,Skjern,8.497113553055916,55.96563893881058,,AIR,Particulate matter (PM10),4820.0,
2026/02/13,Sweden,2016,6.0,Paper and wood production and processing,6(a),SE.CAED/10017067.Facility,Södra Cell Mörrum,MÖRRUM,14.76467,56.16098,,AIR,Carbon monoxide (CO),2850000.0,
2026/02/13,Norway,2017,3.0,Mineral industry,3(a),NO.EEA/0000.0039.02.FACILITY,Ula,Stavanger,2.84584,57.1107445,,AIR,Nitrogen oxides (NOX),523000.0,
2026/02/13,Sweden,2011,6.0,Paper and wood production and processing,6(a),SE.CAED/10014311.Facility,Skutskärs Bruk,SKUTSKÄR,17.38983,60.64365,,AIR,Particulate matter (PM10),466000.0,
2026/02/13,Sweden,2012,9.0,Other activities,9(c),SE.CAED/10019423.Facility,VOLVO Personvagnar AB,GÖTEBORG,11.8393,57.71427,,AIR,Non-methane volatile organic compounds (NMVOC),211000.0,
2026/02/13,Sweden,2008,,,,SE.CAED/10022071.Facility,Norrsundets Bruk,NORRSUNDET,17.13646,60.94,,AIR,Nitrogen oxides (NOX),307000.0,
2026/02/13,Sweden,2013,4.0,Chemical industry,4(a),SE.CAED/10018827.Facility,"Perstorp Oxo AB, Stenungsund",STENUNGSUND,11.85685,58.09578,,AIR,Carbon dioxide (CO2) excluding biomass,115000000.0,
2026/02/13,Denmark,2019,1.0,Energy sector,1(c),DK.CAED/000105110.FACILITY,TOTAL E&P Danmark A/S - Gorm,Esbjerg,4.76022128,55.5815499,,AIR,Non-methane volatile organic compounds (NMVOC),3578.0,
2026/02/13,Denmark,2015,5.0,Waste and wastewater management,5(d),DK.CAED/000106078.FACILITY,"Affaldscenter Skårup, Renosyd I/S",Skanderborg,9.973683976149427,56.02704649995666,,AIR,Methane (CH4),405000.0,
2026/02/13,Denmark,2010,1.0,Energy sector,1(c),DK.CAED/000104665.FACILITY,"Ørsted Bioenergy & Thermal Power A/S, Studstrupvær",Skødstrup,10.34353597045722,56.25139187561966,,AIR,Chlorine and inorganic compounds (as HCl),10800.0,
2026/02/13,Sweden,2024,2.0,Production and processing of metals,2(a),SE.CAED/10024885.Facility,LKAB - Kirunagruvan,KIRUNA,20.19092,67.84939,,AIR,Chlorine and inorganic compounds (as HCl),39000.0,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(b),DK.CAED/000105660.FACILITY,"Energnist, Energnist Esbjerg",Esbjerg Ø,8.508008524262898,55.4619001254646,,AIR,Carbon dioxide (CO2),231954127.0,
2026/02/13,Sweden,2010,6.0,Paper and wood production and processing,6(a),SE.CAED/10022062.Facility,Gävle bruk,GÄVLE,17.26746,60.6811,,AIR,Nitrogen oxides (NOX),807000.0,
2026/02/13,Sweden,2007,1.0,Energy sector,1(c),SE.CAED/10017695.Facility,"Ångkraftverket, (ÅKV)",LUND,13.20267,55.714,,AIR,Hydro-fluorocarbons (HFCS),173.0,
2026/02/13,Sweden,2008,2.0,Production and processing of metals,2(a),SE.CAED/10024885.Facility,LKAB - Kirunagruvan,KIRUNA,20.19092,67.84939,,AIR,Carbon dioxide (CO2) excluding biomass,356000000.0,
2026/02/13,Sweden,2022,6.0,Paper and wood production and processing,6(a),SE.CAED/10021814.Facility,STORA ENSO FORS AB,FORS,16.31202,60.20553,,AIR,Nitrous oxide (N2O),10200.0,
2026/02/13,Sweden,2018,2.0,Production and processing of metals,2(b),SE.CAED/10017901.Facility,Höganäs Sweden AB,HÖGANÄS,12.54737,56.20871,,AIR,Carbon dioxide (CO2),202000000.0,
2026/02/13,Denmark,2013,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/9173.FACILITY,Mourits Rahbek,Lem St,8.33808962425218,56.0352282538464,,AIR,Ammonia (NH3),10800.0,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000105524.FACILITY,"I/S AffaldPlus, Næstved Affaldsenergi",Næstved,11.728986061506223,55.20885260770941,,AIR,Polycyclic aromatic hydrocarbons (PAHs),0.0,
2026/02/13,Denmark,2022,7.0,Intensive livestock production and aquaculture,7(a)(i),DK.CAED/000074215.FACILITY,Martin Rehhoff Madsen,Sønderborg,9.644109326452757,54.972362186539456,,AIR,Ammonia (NH3),11867.692,
2026/02/13,Denmark,2020,7.0,Intensive livestock production and aquaculture,7(a)(i),DK.CAED/000061797.FACILITY,Eike Johannes Jensen,Vojens,9.339050065100867,55.19216898097225,,AIR,Ammonia (NH3),20065.0,
2026/02/13,Denmark,2016,1.0,Energy sector,1(c),DK.CAED/000097993.FACILITY,SILKEBORG VARME A/S,Silkeborg,9.559858672064836,56.20071512109326,,AIR,Carbon dioxide (CO2),108000000.0,
2026/02/13,Sweden,2011,7.0,Intensive livestock production and aquaculture,7(a)(ii),SE.CAED/10017429.Facility,Bäretofta AB,SKÅNE TRANÅS,13.96003,55.60276,,AIR,Ammonia (NH3),17300.0,
2026/02/13,Denmark,2023,7.0,Intensive livestock production and aquaculture,7(a)(ii),DK.CAED/000061420.FACILITY,Flemstoftegården I/S,Sandved,11.47491595077864,55.28510490465351,,AIR,Ammonia (NH3),10306.848,
2026/02/13,Sweden,2012,2.0,Production and processing of metals,2(e)(i),SE.CAED/10023940.Facility,Rönnskärsverken,SKELLEFTEHAMN,21.26869,64.6681,,AIR,Nickel and compounds (as Ni),126.0,
2026/02/13,Sweden,2024,1.0,Energy sector,1(a),SE.CAED/10014265.Facility,"NYNAS AB, Oljeraffinaderiet i Nynäshamn",NYNÄSHAMN,17.96672,58.92093,,AIR,Non-methane volatile organic compounds (NMVOC),468000.0,
2026/02/13,Sweden,2018,5.0,Waste and wastewater management,5(b),SE.CAED/10017666.Facility,Sysavs avfallsförbränningsanläggning,MALMÖ,13.04528,55.63196,,AIR,Carbon dioxide (CO2) excluding biomass,205000000.0,
2026/02/13,Norway,2009,2.0,Production and processing of metals,2(e)(i),NO.EEA/1149.0029.01.FACILITY,"Hydro Aluminium, Karmøy",Håvik,5.312593,59.3149071,,AIR,Particulate matter (PM10),224000.0,
2026/02/13,Sweden,2009,1.0,Energy sector,1(c),SE.CAED/10021163.Facility,Västerås kraftvärmeverk,VÄSTERÅS,16.51352,59.58845,,AIR,Nitrous oxide (N2O),35700.0,
2026/02/13,Sweden,2010,1.0,Energy sector,1(a),SE.CAED/10019649.Facility,"Preemraff, Lysekil",LYSEKIL,11.42308,58.34674,,AIR,Carbon dioxide (CO2) excluding biomass,1670000000.0,
2026/02/13,Sweden,2008,2.0,Production and processing of metals,2(b),SE.CAED/10021916.Facility,"Ovako Sweden AB, Hofors",HOFORS,16.30633,60.55353,,AIR,Zinc and compounds (as Zn),2400.0,
2026/02/13,Denmark,2012,1.0,Energy sector,1(c),DK.EEA/1513.FACILITY,Vattenfall A/S                   Fynsværket,Odense C            ,10.4102116826366,55.4294116608398,,AIR,Carbon dioxide (CO2),1640000000.0,
2026/02/13,Denmark,2007,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/3988.FACILITY,Minkfarmer Per Jensen,Brovst,9.52980961805393,57.152336327575,,AIR,Ammonia (NH3),43800.0,
2026/02/13,Sweden,2013,6.0,Paper and wood production and processing,6(a),SE.CAED/10018676.Facility,Södra Cell Värö,VÄRÖBACKA,12.17193,57.22166,,AIR,Carbon dioxide (CO2),1180000000.0,
2026/02/13,Sweden,2020,5.0,Waste and wastewater management,5(b),SE.CAED/10018458.Facility,Kristinehedsverket,HALMSTAD,12.90604,56.69214,,AIR,Carbon dioxide (CO2),188000000.0,
2026/02/13,Sweden,2012,6.0,Paper and wood production and processing,6(a),SE.CAED/10024325.Facility,Billerud Karlsborgs bruk,KARLSBORGSVERKEN,23.28767,65.79194,,AIR,Nitrogen oxides (NOX),425000.0,
2026/02/13,Sweden,2007,2.0,Production and processing of metals,2(e)(ii),SE.CAED/10017834.Facility,Elcowire AB,HELSINGBORG,12.74017,56.00802,,AIR,PCDD + PCDF (dioxins + furans) (as Teq),0.000118,
2026/02/13,Sweden,2023,3.0,Mineral industry,3(c),SE.CAED/10020098.Facility,Heidelberg Materials Cement Sverige AB,SKÖVDE,13.82477,58.38436,,AIR,Carbon dioxide (CO2) excluding biomass,323397000.0,
2026/02/13,Sweden,2024,6.0,Paper and wood production and processing,6(a),SE.CAED/10020499.Facility,Bäckhammars Bruk,KRISTINEHAMN,14.18117,59.16017,,AIR,Particulate matter (PM10),95595.0,
2026/02/13,Sweden,2012,2.0,Production and processing of metals,2(e)(i),SE.CAED/10023940.Facility,Rönnskärsverken,SKELLEFTEHAMN,21.26869,64.6681,,AIR,PCDD + PCDF (dioxins + furans) (as Teq),0.00036,
2026/02/13,Sweden,2016,6.0,Paper and wood production and processing,6(a),SE.CAED/10022490.Facility,Domsjö Fabriker AB,ÖRNSKÖLDSVIK,18.69583,63.26929,,AIR,Particulate matter (PM10),55500.0,
2026/02/13,Denmark,2009,1.0,Energy sector,1(c),DK.EEA/6622.FACILITY,DONG Energy A/S - Enstedværket,Aabenraa            ,9.4412598265897,55.0208625309283,,AIR,Nitrous oxide (N2O),16600.0,
2026/02/13,Denmark,2021,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,AIR,Carbon dioxide (CO2),2450000.0,
2026/02/13,Denmark,2022,2.0,Production and processing of metals,2(f),DK.CAED/000067430.FACILITY,a. h. nichro HAARDCHROM A/S,Hvidovre,12.46438215183356,55.62103180966257,,AIR,Carbon dioxide (CO2),1843000.0,
2026/02/13,Denmark,2024,3.0,Mineral industry,3(c)(i),DK.CAED/000105786.FACILITY,Aalborg Portland A/S,Aalborg Øst,9.972783690408685,57.0632413325794,,AIR,Mercury and compounds (as Hg),19.0,
2026/02/13,Sweden,2011,6.0,Paper and wood production and processing,6(a),SE.CAED/10022356.Facility,"SCA Massa AB, Ortvikens massafabrik",SUNDSVALL,17.36212,62.39497,,AIR,Nitrogen oxides (NOX),172000.0,
2026/02/13,Sweden,2007,,,,SE.CAED/10022071.Facility,Norrsundets Bruk,NORRSUNDET,17.13646,60.94,,AIR,Carbon dioxide (CO2) excluding biomass,54000000.0,
2026/02/13,Norway,2013,2.0,Production and processing of metals,2(e)(i),NO.EEA/192328.FACILITY,Elkem Thamshavn,Orkanger,9.894434,63.32585,,AIR,Sulphur oxides (SOX),521000.0,
2026/02/13,Sweden,2014,6.0,Paper and wood production and processing,6(a),SE.CAED/10023612.Facility,SCA Obbola AB,OBBOLA,20.32111,63.70116,,AIR,Non-methane volatile organic compounds (NMVOC),418000.0,
2026/02/13,Norway,2014,2.0,Production and processing of metals,2(e)(i),NO.EEA/1135.0001.01.FACILITY,"ERAMET NORWAY AS, Sauda",Sauda,6.360833,59.646965,,AIR,Nitrogen oxides (NOX),238000.0,
2026/02/13,Sweden,2017,6.0,Paper and wood production and processing,6(a),SE.CAED/10022062.Facility,Gävle bruk,GÄVLE,17.26746,60.6811,,AIR,Chlorine and inorganic compounds (as HCl),26500.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000106366.FACILITY,AAK Denmark A/S,Aarhus C,10.213251446846336,56.14536640895758,,AIR,Particulate matter (PM10),10476.0,
2026/02/13,Sweden,2014,6.0,Paper and wood production and processing,6(a),SE.CAED/10015447.Facility,Waggeryd Cell AB,VAGGERYD,14.11696,57.48631,,AIR,Non-methane volatile organic compounds (NMVOC),108000.0,
2026/02/13,Sweden,2014,7.0,Intensive livestock production and aquaculture,7(a)(i),SE.CAED/10018015.Facility,Wede Firre AB,Löderup,14.09326,55.4659,,AIR,Ammonia (NH3),16100.0,
2026/02/13,Norway,2011,3.0,Mineral industry,3(a),NO.EEA/0000.0095.01.FACILITY,Troll,Stavanger,3.72485,60.645134,,AIR,Methane (CH4),1440000.0,
2026/02/13,Norway,2007,1.0,Energy sector,1(a),NO.EEA/0704.0064.01.FACILITY,"Esso Norge, Slagentangen",Tolvsrød,10.5136118,59.3211441,,AIR,Non-methane volatile organic compounds (NMVOC),581000.0,
2026/02/13,Norway,2015,2.0,Production and processing of metals,2(e)(i),NO.EEA/1931.0020.01.FACILITY,Finnfjord,FINNSNES,18.0821819,69.2225952,,AIR,Fluoranthene,1.53,
2026/02/13,Denmark,2018,7.0,Intensive livestock production and aquaculture,7(a)(i),DK.CAED/000095594.FACILITY,Niels Erik Thomsen,Jerslev J.,10.104204593719071,57.32581883454307,,AIR,Ammonia (NH3),12386.037109,
