PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,TargetRelease,Pollutant,Releases,confidentialityReason
2026/02/13,Sweden,2020,7.0,Intensive livestock production and aquaculture,7(a)(i),SE.CAED/10017896.Facility,Skåneägg Produktion AB,MÖRARP,12.84955,56.05316,,AIR,Ammonia (NH3),16300.0,
2026/02/13,Denmark,2024,1.0,Energy sector,1(c),DK.CAED/000104665.FACILITY,"Ørsted Bioenergy & Thermal Power A/S, Studstrupvær",Skødstrup,10.34353597045722,56.25139187561966,,AIR,Fluorine and inorganic compounds (as HF),0.0,
2026/02/13,Sweden,2017,5.0,Waste and wastewater management,5(d),SE.CAED/10019785.Facility,Heljestorp avfallsanläggning,VÄNERSBORG,12.24592,58.33426,,AIR,Methane (CH4),670000.0,
2026/02/13,Sweden,2014,1.0,Energy sector,1(c),SE.CAED/10017644.Facility,"Öresundsverket, (ÖVT) - kraftvärme",MALMÖ,13.03997,55.62603,,AIR,Carbon dioxide (CO2),188000000.0,
2026/02/13,Sweden,2009,2.0,Production and processing of metals,2(b),SE.CAED/10022145.Facility,Alleima Tube AB,SANDVIKEN,16.79534,60.6167,,AIR,Nickel and compounds (as Ni),62.0,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(d),DK.CAED/000105130.FACILITY,Køge Deponi,Køge,12.190166057418898,55.47323722370442,,AIR,Methane (CH4),153956.0,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000064644.FACILITY,Viking Malt A/S,Vordingborg,11.953409965523509,55.0437729958822,,AIR,Nitrogen oxides (NOX),3620.0,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(d),DK.CAED/000105673.FACILITY,Klintholm I/S,Hesselager,10.797981688537549,55.18354327536586,,AIR,Carbon dioxide (CO2),0.0,
2026/02/13,Sweden,2020,7.0,Intensive livestock production and aquaculture,7(a)(ii),SE.CAED/10019154.Facility,Qvantenburgs säteri AB,MELLERUD,12.57369,58.59723,,AIR,Ammonia (NH3),13200.0,
2026/02/13,Sweden,2014,2.0,Production and processing of metals,2(b),SE.CAED/10014660.Facility,SSAB EMEA AB Oxelösund,OXELÖSUND,17.12562,58.67695,,AIR,Naphthalene,330.0,
2026/02/13,Sweden,2009,3.0,Mineral industry,3(c),SE.CAED/10016795.Facility,"Heidelberg Materials Cement Sverige AB, Slitefabriken",SLITE,18.80539,57.71172,,AIR,Nitrogen oxides (NOX),912000.0,
2026/02/13,Sweden,2018,5.0,Waste and wastewater management,5(b),SE.CAED/10019386.Facility,Sävenäs,GÖTEBORG,12.05243,57.73201,,AIR,Nitrous oxide (N2O),31100.0,
2026/02/13,Norway,2013,2.0,Production and processing of metals,2(e)(i),NO.EEA/1824.0013.01.FACILITY,Alcoa Mosjøen,Mosjøen,13.1902637,65.8471146,,AIR,Nickel and compounds (as Ni),259.0,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000109842.FACILITY,Hammel Fjernvarme A M B A,Hammel,9.859986250687792,56.2384452823877,,AIR,Chlorine and inorganic compounds (as HCl),93.0,
2026/02/13,Denmark,2022,1.0,Energy sector,1(c),DK.CAED/000062156.FACILITY,Fjernvarme Fyn Produktion A/S,Odense C,10.405211661181568,55.42782102817274,,AIR,Nitrogen oxides (NOX),113360.0,
2026/02/13,Denmark,2020,9.0,Other activities,9(c),DK.CAED/000107279.FACILITY,Envases,Odense C,10.367772634187803,55.4103199998339,,AIR,Sulphur oxides (SOX),139.0,
2026/02/13,Sweden,2007,1.0,Energy sector,1(c),SE.CAED/10014057.Facility,HAMMARBYVERKET,STOCKHOLM,18.09073,59.3036,,AIR,Carbon dioxide (CO2),120000000.0,
2026/02/13,Sweden,2016,2.0,Production and processing of metals,2(b),SE.CAED/10014660.Facility,SSAB EMEA AB Oxelösund,OXELÖSUND,17.12562,58.67695,,AIR,Zinc and compounds (as Zn),474.0,
2026/02/13,Norway,2007,3.0,Mineral industry,3(a),NO.EEA/0000.0044.02.FACILITY,Brage,Stavanger,3.045078,60.5420074,,AIR,Carbon dioxide (CO2),193000000.0,
2026/02/13,Norway,2013,3.0,Mineral industry,3(a),NO.EEA/0000.0028.01.FACILITY,Kristin,Stavanger,6.549454,64.99371,,AIR,Carbon dioxide (CO2),372000000.0,
2026/02/13,Sweden,2013,5.0,Waste and wastewater management,5(d),SE.CAED/10020830.Facility,Atleverket,ÖREBRO,15.21441,59.21888,,AIR,Methane (CH4),1450000.0,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000073920.FACILITY,Frederikshavn Forsyning A/S,Frederikshavn,10.482662673156492,57.45821428391023,,AIR,Non-methane volatile organic compounds (NMVOC),242.62,
2026/02/13,Sweden,2007,1.0,Energy sector,1(c),SE.CAED/10023758.Facility,Ålidhemsanläggningen,UMEÅ,20.32398,63.81296,,AIR,Carbon dioxide (CO2),123000000.0,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000096764.FACILITY,"I/S Vestforbrænding, Glostrup",Glostrup,12.42220219858454,55.706479905675614,,AIR,Methane (CH4),1850.0,
2026/02/13,Sweden,2017,6.0,Paper and wood production and processing,6(b),SE.CAED/10015070.Facility,Fiskeby bruk,NORRKÖPING,16.1147,58.59262,,AIR,Carbon dioxide (CO2) excluding biomass,46200000.0,
2026/02/13,Denmark,2019,1.0,Energy sector,1(c),DK.CAED/000105214.FACILITY,TOTAL E&P Danmark A/S - Tyra W,Esbjerg,4.75057605,55.71727957,,AIR,Sulphur oxides (SOX),796.0,
2026/02/13,Sweden,2021,5.0,Waste and wastewater management,5(b),SE.CAED/10018458.Facility,Kristinehedsverket,HALMSTAD,12.90604,56.69214,,AIR,Carbon dioxide (CO2),173000000.0,
2026/02/13,Norway,2013,3.0,Mineral industry,3(a),NO.EEA/0000.0012.01.FACILITY,Heimdal,Stavanger,2.227158,59.5735626,,AIR,Non-methane volatile organic compounds (NMVOC),196000.0,
2026/02/13,Norway,2010,3.0,Mineral industry,3(a),NO.EEA/0000.0056.01.FACILITY,Vigdis,Stavanger,2.115827,61.3965645,,AIR,Nitrogen oxides (NOX),132000.0,
2026/02/13,Sweden,2021,1.0,Energy sector,1(c),SE.CAED/10014118.Facility,Igelsta värmeverk,SÖDERTÄLJE,17.66523,59.17748,,AIR,PCDD + PCDF (dioxins + furans) (as Teq),0.0009,
2026/02/13,Norway,2011,3.0,Mineral industry,3(a),NO.EEA/0000.0011.01.FACILITY,Jotun,Stavanger,2.384727,59.45466,,AIR,Nitrogen oxides (NOX),553000.0,
2026/02/13,Norway,2010,5.0,Waste and wastewater management,5(a),NO.EEA/0805.0045.01.FACILITY,Renor Brevik,Brevik,9.696061,59.06533,,AIR,Total organic carbon(as total C or COD/3) (TOC),1050.0,
2026/02/13,Sweden,2010,2.0,Production and processing of metals,2(b),SE.CAED/10024561.Facility,SSAB EMEA AB i Luleå,LULEÅ,22.21426,65.56204,,AIR,Naphthalene,252.0,
2026/02/13,Denmark,2016,5.0,Waste and wastewater management,5(b),DK.CAED/000105658.FACILITY,Fjernvarme Fyn Affaldsenergi,Odense C,10.405211661181568,55.42782102817274,,AIR,Nitrogen oxides (NOX),217000.0,
2026/02/13,Norway,2017,3.0,Mineral industry,3(a),NO.EEA/0000.0041.02.FACILITY,Veslefrikk,Stavanger,2.89612,60.78217,,AIR,Carbon dioxide (CO2),140000000.0,
2026/02/13,Norway,2013,1.0,Energy sector,1(a),NO.EEA/0704.0064.01.FACILITY,"Esso Norge, Slagentangen",Tolvsrød,10.5136118,59.3211441,,AIR,Non-methane volatile organic compounds (NMVOC),554000.0,
2026/02/13,Denmark,2021,6.0,Paper and wood production and processing,6(b),DK.CAED/000104482.FACILITY,Brødrene Hartmann A/S,Tønder,8.852227565487073,54.9267295278619,,AIR,Carbon dioxide (CO2),34387000.0,
2026/02/13,Sweden,2016,2.0,Production and processing of metals,2(a),SE.CAED/10024885.Facility,LKAB - Kirunagruvan,KIRUNA,20.19092,67.84939,,AIR,Fluorine and inorganic compounds (as HF),19100.0,
2026/02/13,Sweden,2009,6.0,Paper and wood production and processing,6(a),SE.CAED/10014311.Facility,Skutskärs Bruk,SKUTSKÄR,17.38983,60.64365,,AIR,Nitrogen oxides (NOX),749000.0,
2026/02/13,Denmark,2013,1.0,Energy sector,1(c),DK.CAED/000104576.FACILITY,TOTAL E&P Danmark A/S - Tyra E,Esbjerg,4.80320236,55.72320351,,AIR,Carbon dioxide (CO2),101000000.0,
2026/02/13,Sweden,2016,5.0,Waste and wastewater management,5(b),SE.CAED/10020018.Facility,"Lidköpings Värmeverk, Filen",LIDKÖPING,13.17413,58.50765,,AIR,Carbon dioxide (CO2),221000000.0,
2026/02/13,Sweden,2010,6.0,Paper and wood production and processing,6(a),SE.CAED/10022491.Facility,"Metsä Board Sverige AB, Husums fabr",HUSUM,19.16185,63.32278,,AIR,Particulate matter (PM10),232000.0,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000073920.FACILITY,Frederikshavn Forsyning A/S,Frederikshavn,10.482662673156492,57.45821428391023,,AIR,Sulphur oxides (SOX),420.0,
2026/02/13,Sweden,2007,7.0,Intensive livestock production and aquaculture,7(a)(i),SE.CAED/10017364.Facility,Blenta AB Ilstorp,BLENTARP,13.6592,55.6074,,AIR,Ammonia (NH3),16200.0,
2026/02/13,Sweden,2015,1.0,Energy sector,1(c),SE.CAED/10018098.Facility,Allöverket,KRISTIANSTAD,14.14955,56.0395,,AIR,Carbon dioxide (CO2) excluding biomass,240000.0,
2026/02/13,Sweden,2009,3.0,Mineral industry,3(c),SE.CAED/10016795.Facility,"Heidelberg Materials Cement Sverige AB, Slitefabriken",SLITE,18.80539,57.71172,,AIR,Zinc and compounds (as Zn),1140.0,
2026/02/13,Sweden,2017,7.0,Intensive livestock production and aquaculture,7(a)(i),SE.CAED/10021350.Facility,Widéns Lantbruk AB,ARBOGA,15.70615,59.4837,,AIR,Ammonia (NH3),11100.0,
2026/02/13,Norway,2012,2.0,Production and processing of metals,2(e)(i),NO.EEA/1824.0013.01.FACILITY,Alcoa Mosjøen,Mosjøen,13.1902637,65.8471146,,AIR,Cadmium and compounds (as Cd),12.4,
2026/02/13,Sweden,2019,1.0,Energy sector,1(c),SE.CAED/10023763.Facility,Dåva kraftvärmeverk,UMEÅ,20.41062,63.8685,,AIR,Carbon dioxide (CO2),408000000.0,
2026/02/13,Sweden,2012,6.0,Paper and wood production and processing,6(a),SE.CAED/10016489.Facility,Södra Cell Mönsterås,MÖNSTERÅS,16.55049,57.09152,,AIR,Ammonia (NH3),185000.0,
2026/02/13,Sweden,2022,5.0,Waste and wastewater management,5(b),SE.CAED/10017666.Facility,Sysavs avfallsförbränningsanläggning,MALMÖ,13.04528,55.63196,,AIR,Ammonia (NH3),12600.0,
2026/02/13,Sweden,2013,1.0,Energy sector,1(c),SE.CAED/10020475.Facility,Hedenverket,KARLSTAD,13.57206,59.38647,,AIR,Carbon dioxide (CO2),243000000.0,
2026/02/13,Norway,2012,4.0,Chemical industry,4(b)(v),NO.EEA/192327.FACILITY,Washington Mills AS,Orkanger,9.820811,63.3123741,,AIR,"Benzo(g,h,i)perylene",0.7,
2026/02/13,Sweden,2023,1.0,Energy sector,1(a),SE.CAED/10019434.Facility,Preem  AB Preemraff Göteborg,GÖTEBORG,11.82119,57.71094,,AIR,Nickel and compounds (as Ni),55.0,
2026/02/13,Denmark,2012,3.0,Mineral industry,3(f),DK.CAED/000080990.FACILITY,ROCKWOOL Danmark A/S  -  Vamdrup,Vamdrup,9.292842775823916,55.43076112654966,,AIR,Hydrogen cyanide (HCN),850.0,
2026/02/13,Sweden,2013,6.0,Paper and wood production and processing,6(a),SE.CAED/10018676.Facility,Södra Cell Värö,VÄRÖBACKA,12.17193,57.22166,,AIR,Nitrogen oxides (NOX),546000.0,
2026/02/13,Denmark,2014,5.0,Waste and wastewater management,5(a),DK.EEA/9654.FACILITY,Stena Recycling A/S,Grenaa,10.9210548326313,56.4106061118211,,AIR,Polychlorinated biphenyls (PCBs),2.77,
2026/02/13,Sweden,2017,1.0,Energy sector,1(c),SE.CAED/10024810.Facility,"Bodens värmeverk, BEAB",BODEN,21.65303,65.82875,,AIR,Carbon dioxide (CO2),137000000.0,
2026/02/13,Sweden,2007,6.0,Paper and wood production and processing,6(a),SE.CAED/10024717.Facility,Smurfit Westrock Piteå AB,PITEÅ,21.44037,65.31475,,AIR,Nitrogen oxides (NOX),787000.0,
2026/02/13,Sweden,2015,2.0,Production and processing of metals,2(e)(ii),SE.CAED/10019773.Facility,Vargön Alloys AB,VARGÖN,12.3793,58.35852,,AIR,Carbon dioxide (CO2),129000000.0,
2026/02/13,Sweden,2010,6.0,Paper and wood production and processing,6(a),SE.CAED/10022491.Facility,"Metsä Board Sverige AB, Husums fabr",HUSUM,19.16185,63.32278,,AIR,Nitrous oxide (N2O),31200.0,
2026/02/13,Norway,2011,6.0,Paper and wood production and processing,6(a),NO.EEA/0104.0036.01.FACILITY,"PETERSON LINERBOARD AS, Moss",Moss,10.6677647,59.44151,,AIR,Carbon dioxide (CO2),302000000.0,
2026/02/13,Sweden,2014,6.0,Paper and wood production and processing,6(a),SE.CAED/10022299.Facility,"SCA Massa, Östrands massafabrik",TIMRÅ,17.33031,62.47519,,AIR,Nitrous oxide (N2O),21900.0,
2026/02/13,Sweden,2011,5.0,Waste and wastewater management,5(f),SE.CAED/10019404.Facility,Gryaab AB Ryaverket,GÖTEBORG,11.8915,57.69747,,AIR,Methane (CH4),216000.0,
2026/02/13,Norway,2016,3.0,Mineral industry,3(c)(ii),NO.EEA/0805.0003.01.FACILITY,RHI Normag AS,Porsgrunn,9.625256,59.1219063,,AIR,Nitrogen oxides (NOX),141000.0,
2026/02/13,Sweden,2007,6.0,Paper and wood production and processing,6(a),SE.CAED/10020366.Facility,Skoghalls Bruk,SKOGHALL,13.43826,59.31854,,AIR,Non-methane volatile organic compounds (NMVOC),834000.0,
2026/02/13,Sweden,2016,5.0,Waste and wastewater management,5(b),SE.CAED/10017854.Facility,Filborna Kraftvärmeverk,HELSINGBORG,12.76912,56.07038,,AIR,Carbon dioxide (CO2) excluding biomass,79600000.0,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,AIR,Carbon dioxide (CO2),1078.4019,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000105366.FACILITY,"CARLSBERG SUPPLY COMPANY DANMARK A/S, TAP ØL, TERM",Fredericia,9.73136312214836,55.58525492881462,,AIR,Sulphur oxides (SOX),6000.0,
2026/02/13,Norway,2015,2.0,Production and processing of metals,2(e)(i),NO.EEA/1224.0008.01.FACILITY,Sør-Norge Aluminium,Husnes,5.768265,59.86813,,AIR,Arsenic and compounds (as As),22.0,
2026/02/13,Denmark,2011,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/7374.FACILITY,JOHN JØRGENSEN,Hejnsvig            ,9.03283364321007,55.6733609036931,,AIR,Ammonia (NH3),12200.0,
2026/02/13,Denmark,2007,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/9093.FACILITY,Kristen Vandel Jensen,Tønder,8.88260918406596,55.0070478498727,,AIR,Ammonia (NH3),10800.0,
2026/02/13,Norway,2017,4.0,Chemical industry,4(c),NO.EEA/0805.0039.01.FACILITY,"Yara Norge, Yara Porsgrunn",Porsgrunn,9.621395,59.1204567,,AIR,Carbon dioxide (CO2) excluding biomass,487000000.0,
2026/02/13,Sweden,2018,1.0,Energy sector,1(c),SE.CAED/10019583.Facility,Riskullaverket,MÖLNDAL,11.99908,57.6401,,AIR,Carbon dioxide (CO2) excluding biomass,199000.0,
2026/02/13,Norway,2009,3.0,Mineral industry,3(a),NO.EEA/0000.0009.01.FACILITY,Snorre,Stavanger,2.142531,61.448822,,AIR,Methane (CH4),182000.0,
2026/02/13,Norway,2013,9.0,Other activities,9(d),NO.EEA/1424.0003.01.FACILITY,"Hydro Aluminium, Årdal Karbon",Årdalstangen,7.709004,61.23639,,AIR,Nitrogen oxides (NOX),154000.0,
2026/02/13,Sweden,2013,6.0,Paper and wood production and processing,6(b),SE.CAED/10015046.Facility,Bravikens Pappersbruk,NORRKÖPING,16.26148,58.63975,,AIR,Carbon dioxide (CO2),150000000.0,
2026/02/13,Denmark,2012,3.0,Mineral industry,3(f),DK.CAED/000105648.FACILITY,ROCKWOOL Danmark A/S - Hobro,Hobro,9.841398786843724,56.71652011001657,,AIR,Hydrogen cyanide (HCN),372.0,
2026/02/13,Sweden,2021,4.0,Chemical industry,4(a)(i),SE.CAED/10018832.Facility,Borealis Krackeranl.,STENUNGSUND,11.82554,58.08325,,AIR,Non-methane volatile organic compounds (NMVOC),592000.0,
2026/02/13,Denmark,2008,3.0,Mineral industry,3(g),DK.EEA/2417.FACILITY,Hammershøj Teglværk,Tjele               ,9.73858912111655,56.4776116657192,,AIR,Fluorine and inorganic compounds (as HF),28000.0,
2026/02/13,Sweden,2011,6.0,Paper and wood production and processing,6(a),SE.CAED/10018676.Facility,Södra Cell Värö,VÄRÖBACKA,12.17193,57.22166,,AIR,Ammonia (NH3),82100.0,
2026/02/13,Sweden,2016,1.0,Energy sector,1(c),SE.CAED/10020475.Facility,Hedenverket,KARLSTAD,13.57206,59.38647,,AIR,Carbon dioxide (CO2),287000000.0,
2026/02/13,Denmark,2021,,,,DK.CAED/000106866.FACILITY,Højvangcentralen,Svenstrup J.,9.834908520114144,56.97438697651775,,AIR,Nitrous oxide (N2O),2.88,
2026/02/13,Sweden,2021,7.0,Intensive livestock production and aquaculture,7(a)(ii),SE.CAED/10018551.Facility,"Nya Skottorps Gris, inkl biogas",Laholm,13.0724,56.44064,,AIR,Ammonia (NH3),24700.0,
2026/02/13,Sweden,2012,4.0,Chemical industry,4(e),SE.CAED/10020914.Facility,Cambrex Karlskoga AB,KARLSKOGA,14.53556,59.346,,AIR,Nitrous oxide (N2O),18000.0,
2026/02/13,Norway,2011,2.0,Production and processing of metals,2(e)(i),NO.EEA/1238.0012.01.FACILITY,ELKEM ASA AVD BJØLVEFOSSEN,Ålvik,6.430421,60.43092,,AIR,Carbon dioxide (CO2),133000000.0,
2026/02/13,Norway,2007,3.0,Mineral industry,3(c)(i),NO.EEA/0805.0028.01.FACILITY,Norcem Brevik,Brevik,9.68933,59.06192,,AIR,Total organic carbon(as total C or COD/3) (TOC),42800.0,
2026/02/13,Denmark,2024,7.0,Intensive livestock production and aquaculture,7(a)(ii),DK.CAED/000064366.FACILITY,Thomas Lønstrup Graugaard,Thyholm,8.488501060130385,56.65502872411954,,AIR,Ammonia (NH3),13321.005,
2026/02/13,Denmark,2014,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,AIR,Fluorine and inorganic compounds (as HF),16000.0,
2026/02/13,Sweden,2010,5.0,Waste and wastewater management,5(d),SE.CAED/10018317.Facility,Hässleholms Kretsloppscenter,HÄSSLEHOLM,13.70851,56.1978,,AIR,Methane (CH4),102000.0,
2026/02/13,Denmark,2017,1.0,Energy sector,1(c),DK.CAED/000105086.FACILITY,Dong Efterforskning og Produktion A/S - Hejre,Gentofte,12.51660034275861,55.75742805987549,,AIR,Methane (CH4),153000.0,
2026/02/13,Sweden,2007,3.0,Mineral industry,3(c),SE.CAED/10021537.Facility,SMA Mineral AB Rättvik Kalkverk,RÄTTVIK,15.16696,60.90529,,AIR,Sulphur oxides (SOX),186000.0,
2026/02/13,Sweden,2009,6.0,Paper and wood production and processing,6(a),SE.CAED/10016489.Facility,Södra Cell Mönsterås,MÖNSTERÅS,16.55049,57.09152,,AIR,Nitrous oxide (N2O),31700.0,
2026/02/13,Denmark,2008,7.0,Intensive livestock production and aquaculture,7(a),DK.EEA/1705.FACILITY,LANDEJENDOM V/GAARDEJER F PLENGE,Hals,10.2926334769478,57.0076113358061,,AIR,Ammonia (NH3),10400.0,
2026/02/13,Sweden,2016,5.0,Waste and wastewater management,5(b),SE.CAED/10014984.Facility,Gärstadverket,LINKÖPING,15.65453,58.43668,,AIR,Nickel and compounds (as Ni),62.0,
2026/02/13,Denmark,2019,1.0,Energy sector,1(a),DK.CAED/000105244.FACILITY,Kalundborg Refinery A/S,Kalundborg,11.1036079016392,55.65493036361946,,AIR,Non-methane volatile organic compounds (NMVOC),4792000.0,
2026/02/13,Denmark,2012,1.0,Energy sector,1(c),DK.EEA/1513.FACILITY,Vattenfall A/S                   Fynsværket,Odense C            ,10.4102116826366,55.4294116608398,,AIR,Chlorine and inorganic compounds (as HCl),19900.0,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000073920.FACILITY,Frederikshavn Forsyning A/S,Frederikshavn,10.482662673156492,57.45821428391023,,AIR,Nickel and compounds (as Ni),0.05,
2026/02/13,Sweden,2011,6.0,Paper and wood production and processing,6(a),SE.CAED/10024717.Facility,Smurfit Westrock Piteå AB,PITEÅ,21.44037,65.31475,,AIR,Zinc and compounds (as Zn),294.0,
2026/02/13,Sweden,2010,7.0,Intensive livestock production and aquaculture,7(a)(ii),SE.CAED/10020840.Facility,Falla Gård,Örebro,15.06917,59.37292,,AIR,Ammonia (NH3),12400.0,
2026/02/13,Sweden,2010,6.0,Paper and wood production and processing,6(a),SE.CAED/10018336.Facility,Hylte Paper AB,HYLTEBRUK,13.23512,56.99926,,AIR,Carbon dioxide (CO2) excluding biomass,36600000.0,
2026/02/13,Sweden,2016,2.0,Production and processing of metals,2(a),SE.CAED/10024476.Facility,LKAB - Malmbergsgruvan,Malmberget,20.70867,67.19643,,AIR,Particulate matter (PM10),201000.0,
2026/02/13,Sweden,2010,1.0,Energy sector,1(c),SE.CAED/10014983.Facility,Kraftvärmeverket i Linköping,LINKÖPING,15.62498,58.41941,,AIR,Carbon dioxide (CO2),318000000.0,
2026/02/13,Sweden,2021,6.0,Paper and wood production and processing,6(a),SE.CAED/10016489.Facility,Södra Cell Mönsterås,MÖNSTERÅS,16.55049,57.09152,,AIR,Cadmium and compounds (as Cd),10.8,
2026/02/13,Denmark,2011,4.0,Chemical industry,4(e),DK.CAED/000095446.FACILITY,Novo Nordisk Hillerød,Hillerød,12.284016311381846,55.91585904574679,,AIR,Hydrochlorofluorocarbons (HCFCs),42.0,
2026/02/13,Norway,2016,2.0,Production and processing of metals,2(e)(i),NO.EEA/1037.0010.01.FACILITY,Eramet Norway Kvinesdal,Øyestranda,6.891349,58.2768364,,AIR,"Benzo(g,h,i)perylene",0.68,
2026/02/13,Norway,2012,5.0,Waste and wastewater management,5(b),NO.EEA/0301.0430.01.FACILITY,Fortum Oslo Varme,Oslo,10.835762,59.8406258,,AIR,Carbon dioxide (CO2),300000000.0,
2026/02/13,Denmark,2022,7.0,Intensive livestock production and aquaculture,7(a)(ii),DK.CAED/000103174.FACILITY,Niels Erik Thomsen,Jerslev J.,10.10266239477616,57.32819875867237,,AIR,Ammonia (NH3),14822.872,
2026/02/13,Norway,2016,2.0,Production and processing of metals,2(e)(i),NO.EEA/1845.0004.01.FACILITY,Elkem Salten,Straumen,15.5893822,67.36347,,AIR,Fluoranthene,4.57,
2026/02/13,Sweden,2016,6.0,Paper and wood production and processing,6(a),SE.CAED/10024717.Facility,Smurfit Westrock Piteå AB,PITEÅ,21.44037,65.31475,,AIR,Zinc and compounds (as Zn),299.0,
2026/02/13,Sweden,2007,5.0,Waste and wastewater management,5(b),SE.CAED/10014459.Facility,"Boländeranläggningarna, Avfallsförbränningsanläggn",UPPSALA,17.67576,59.85219,,AIR,Ammonia (NH3),12100.0,
2026/02/13,Sweden,2017,1.0,Energy sector,1(c),SE.CAED/10019896.Facility,Ryaverket,BORÅS,12.92871,57.72856,,AIR,Nitrogen oxides (NOX),185000.0,
2026/02/13,Sweden,2019,6.0,Paper and wood production and processing,6(a),SE.CAED/10024717.Facility,Smurfit Westrock Piteå AB,PITEÅ,21.44037,65.31475,,AIR,Carbon dioxide (CO2),1100000000.0,
2026/02/13,Denmark,2022,1.0,Energy sector,1(c),DK.CAED/000106181.FACILITY,Avedøreværket,Hvidovre,12.48152777031473,55.60399886511819,,AIR,Methane (CH4),62935.447,
2026/02/13,Sweden,2013,7.0,Intensive livestock production and aquaculture,7(a)(iii),SE.CAED/10019157.Facility,Sylves Lantbruk HB,MELLERUD,12.42858,58.58497,,AIR,Ammonia (NH3),13500.0,
2026/02/13,Sweden,2018,6.0,Paper and wood production and processing,6(a),SE.CAED/10022491.Facility,"Metsä Board Sverige AB, Husums fabr",HUSUM,19.16185,63.32278,,AIR,Carbon dioxide (CO2),1290000000.0,
2026/02/13,Norway,2016,3.0,Mineral industry,3(c)(i),NO.EEA/0805.0028.01.FACILITY,Norcem Brevik,Brevik,9.68933,59.06192,,AIR,PCDD + PCDF (dioxins + furans) (as Teq),0.000236,
2026/02/13,Sweden,2023,1.0,Energy sector,1(c),SE.CAED/10014118.Facility,Igelsta värmeverk,SÖDERTÄLJE,17.66523,59.17748,,AIR,Nitrogen oxides (NOX),168179.0,
2026/02/13,Sweden,2013,6.0,Paper and wood production and processing,6(a),SE.CAED/10020999.Facility,"Billerud Skog & Industri AB, Frövi",FRÖVI,15.32691,59.47975,,AIR,Carbon dioxide (CO2) excluding biomass,7870000.0,
2026/02/13,Denmark,2022,1.0,Energy sector,1(c),DK.CAED/000082929.FACILITY,Kyndbyværket,Jægerspris,11.878951358937504,55.80980451834031,,AIR,Carbon dioxide (CO2),28760364.40196,
2026/02/13,Sweden,2017,2.0,Production and processing of metals,2(e)(i),SE.CAED/10023940.Facility,Rönnskärsverken,SKELLEFTEHAMN,21.26869,64.6681,,AIR,Mercury and compounds (as Hg),13.5,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(b),DK.CAED/000105540.FACILITY,THISTED VARMEFORSYNING A M B A,Thisted,8.712067013143768,56.965031400016414,,AIR,Fluorine and inorganic compounds (as HF),31.0,
2026/02/13,Norway,2017,2.0,Production and processing of metals,2(e)(i),NO.EEA/1149.0029.01.FACILITY,"Hydro Aluminium, Karmøy",Håvik,5.312593,59.3149071,,AIR,Arsenic and compounds (as As),20.1,
2026/02/13,Sweden,2022,2.0,Production and processing of metals,2(e)(i),SE.CAED/10023940.Facility,Rönnskärsverken,SKELLEFTEHAMN,21.26869,64.6681,,AIR,Zinc and compounds (as Zn),1150.0,
2026/02/13,Denmark,2007,1.0,Energy sector,1(a),DK.CAED/000105244.FACILITY,Kalundborg Refinery A/S,Kalundborg,11.1036079016392,55.65493036361946,,AIR,Sulphur oxides (SOX),623000.0,
2026/02/13,Sweden,2013,2.0,Production and processing of metals,2(d),SE.CAED/10020573.Facility,Arvika Gjuteri AB,ARVIKA,12.63472,59.644,,AIR,Zinc and compounds (as Zn),285.0,
2026/02/13,Sweden,2013,4.0,Chemical industry,4(a)(viii),SE.CAED/10018831.Facility,Inovyn Sverige AB,STENUNGSUND,11.8121,58.08192,,AIR,Trichloromethane,8000.0,
2026/02/13,Denmark,2018,7.0,Intensive livestock production and aquaculture,7(a)(i),DK.CAED/000061713.FACILITY,GN Triova ApS,Herlufmagle,11.801343673651468,55.35565318324394,,AIR,Ammonia (NH3),10910.810547,
2026/02/13,Denmark,2016,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,AIR,Mercury and compounds (as Hg),11.2,
